chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.29377705,1936.5522469421837,1332.05743953275,3168.957560911017,0.12764002913135594,-526.0419,29.963512,-19.634731,3.4709966,-0.076199055,5.235773,-14.573027,-5.201234,0.58556825,7.8474793,-1.9069147,-5.030971,2.4396775,-0.36797547,-4.263646,-6.32766,-0.1485517,-5.2213087,-1.3278142,-1.3856803,neg
0.4973852,2709.2540141471304,2153.6449812892133,4809.339795191644,0.2594176234461326,-476.5108,23.490078,-25.263008,21.065878,-9.123335,-4.335809,2.302004,-4.125117,-2.8690665,-8.6888275,-3.2588441,-4.9349184,-7.119419,-0.57151383,-6.39388,-5.1494284,-6.233597,-2.8656251,-6.456837,-3.3115437,neg
0.4749548,2144.4026867852517,1784.5355781455396,4166.269367808577,0.15355321652719664,-260.99683,84.68029,-41.189724,20.548103,-31.251328,19.58136,-12.121323,-1.8211404,-16.026737,-5.431922,6.467565,-5.2359667,6.949554,-6.204744,-4.2514844,-7.9162464,2.289538,-7.8995843,-5.6326165,-2.0971513,neg
0.41750234,1679.135173624527,1583.586883017692,3097.349395751953,0.155572509765625,-375.8212,71.818886,-20.030476,22.066559,-11.864037,-5.383128,-11.612444,-11.178922,-7.5402474,-1.6485026,-7.125815,-4.481064,-1.172428,-6.6288595,-6.7117395,-14.951673,-10.666616,-6.05449,-6.9596376,-1.2691581,neg
0.4576069,2284.4623295332835,2128.572603341445,4202.346356483541,0.13310095084519574,-328.17615,74.97769,-10.07387,28.844845,8.58071,-7.996359,0.210764,1.3905864,-4.3420706,-4.43613,-3.9559093,-11.370373,-9.935353,3.1908119,-3.0497882,-5.8602223,-15.9436865,-8.118479,-5.2028427,-3.788653,neg
0.50752336,3013.3140388298066,2704.787784687997,6383.565566119026,0.21805348115808823,-413.41522,37.54011,-6.278654,-11.927031,-9.846789,-0.27696678,-5.1757703,-8.362188,-18.49855,-4.9983163,-9.506985,-6.2148027,-6.3521004,-2.0084522,-6.8176045,-2.9893622,-4.538138,-5.9706044,-1.700603,-4.541812,neg
0.48054233,2757.1703976157573,2405.620533330748,5384.5640625,0.18257421875,-463.20004,30.680166,-0.2919003,12.842961,-3.6004272,2.9435043,-12.119052,-14.473312,-16.192122,-10.674866,-12.560107,-7.238363,-8.811382,-8.63031,-2.2357142,-0.84121454,-3.8904102,-8.31303,-0.20766093,-3.2924633,neg
0.3137988,1686.639434333115,1408.6457529055062,3116.00830078125,0.14987676711309525,-650.6341,49.61779,-3.6059797,23.27415,-12.98741,10.255769,0.3208369,3.323769,4.5607796,2.06053,-2.4277184,-5.826361,1.6768954,-4.6291323,2.178809,-4.05576,-5.7215,-2.6175308,-1.7151835,-1.9585556,neg
0.44834438,2444.2271218310534,1655.4336492306106,4322.563644935345,0.21100297832854406,-326.13397,71.04536,-40.38913,9.335641,-21.071566,-1.3710594,-24.05779,-10.388528,-17.863184,-4.9614263,-9.431485,-17.359375,1.1150236,-12.114154,-1.0709982,-1.8315085,-3.5912623,-6.7935586,-1.7098125,-1.2251866,neg
0.5888499,2830.129414477738,2164.6999080212945,5306.366905799279,0.40249399038461536,-414.07837,47.51911,-15.1966915,10.564058,-11.916002,1.5455681,-5.691833,-2.9790342,-7.6014256,-5.772763,-2.5840933,-2.1592686,0.723392,-6.870441,-3.299427,-3.2528036,-4.5622177,-4.595951,1.5237913,-2.1789365,neg
